trial_number,block_number,payoff,response,left,right,payoff_left,payoff_right,context,arms,choice,trial,value_left,value_right,IIU,PIU,IU,IM,Anx,ID
90,9,5,Left,**S**,**R**,5,3,Win,SR,1,6,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
91,9,4,Right,**S**,**R**,5,4,Win,SR,2,7,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
92,9,6,Right,**S**,**R**,5,6,Win,SR,2,8,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
93,9,5,Left,**S**,**R**,5,4,Win,SR,1,9,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
94,9,3,Right,**S**,**R**,5,3,Win,SR,2,10,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
95,9,5,Left,**S**,**R**,5,7,Win,SR,1,11,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
96,9,1,Right,**S**,**R**,5,1,Win,SR,2,12,5,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
97,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,1,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
98,13,-3,Left,**r**,**R**,-3,-1,Lose,rR,1,2,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
99,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,3,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
100,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,4,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
101,13,-3,Left,**r**,**R**,-3,-2,Lose,rR,1,5,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
102,13,-3,Right,**r**,**R**,-4,-3,Lose,rR,2,6,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
103,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,7,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
104,13,-3,Right,**r**,**R**,-3,-3,Lose,rR,2,8,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
105,13,-5,Left,**r**,**R**,-5,-5,Lose,rR,1,9,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
106,13,-6,Right,**r**,**R**,-5,-6,Lose,rR,2,10,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
107,13,-5,Left,**r**,**R**,-5,-7,Lose,rR,1,11,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
108,13,-4,Left,**r**,**R**,-4,-5,Lose,rR,1,12,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
109,18,3,Left,**r**,**R**,3,3,Win,rR,1,1,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
110,18,2,Right,**r**,**R**,3,2,Win,rR,2,2,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
111,18,5,Left,**r**,**R**,5,7,Win,rR,1,3,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
112,18,4,Right,**r**,**R**,4,4,Win,rR,2,4,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
113,18,3,Left,**r**,**R**,3,1,Win,rR,1,5,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
114,18,4,Right,**r**,**R**,4,4,Win,rR,2,6,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
115,18,5,Left,**r**,**R**,5,5,Win,rR,1,7,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
116,18,3,Right,**r**,**R**,4,3,Win,rR,2,8,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
117,18,4,Left,**r**,**R**,4,5,Win,rR,1,9,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
118,18,6,Right,**r**,**R**,5,6,Win,rR,2,10,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
119,18,4,Right,**r**,**R**,4,4,Win,rR,2,11,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
120,18,4,Left,**r**,**R**,4,4,Win,rR,1,12,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
121,20,3,Right,**r**,**R**,5,3,Win,rR,2,1,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
122,20,7,Left,**r**,**R**,7,7,Win,rR,1,2,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
123,20,3,Right,**r**,**R**,6,3,Win,rR,2,3,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
124,20,6,Left,**r**,**R**,6,4,Win,rR,1,4,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
125,20,2,Right,**r**,**R**,5,2,Win,rR,2,5,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
126,20,6,Left,**r**,**R**,6,5,Win,rR,1,6,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
127,20,5,Left,**r**,**R**,5,1,Win,rR,1,7,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
128,20,6,Left,**r**,**R**,6,4,Win,rR,1,8,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
129,20,4,Right,**r**,**R**,6,4,Win,rR,2,9,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
130,20,7,Left,**r**,**R**,7,5,Win,rR,1,10,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
131,20,6,Right,**r**,**R**,7,6,Win,rR,2,11,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
132,20,6,Left,**r**,**R**,6,4,Win,rR,1,12,6,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
133,2,-5,Right,**R**,**S**,-4,-5,Lose,SR,2,1,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
134,2,-5,Right,**R**,**S**,-6,-5,Lose,SR,2,2,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
135,2,-3,Left,**R**,**S**,-3,-5,Lose,SR,1,3,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
136,2,-5,Right,**R**,**S**,-2,-5,Lose,SR,2,4,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
137,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,5,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
138,2,-1,Left,**R**,**S**,-1,-5,Lose,SR,1,6,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
139,2,-5,Left,**R**,**S**,-5,-5,Lose,SR,1,7,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
140,2,-5,Left,**R**,**S**,-5,-5,Lose,SR,1,8,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
141,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,9,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
142,2,-7,Left,**R**,**S**,-7,-5,Lose,SR,1,10,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
143,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,11,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
144,2,-5,Right,**R**,**S**,-3,-5,Lose,SR,2,12,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
145,3,-5,Right,**S**,**R**,-4,-5,Lose,SR,2,1,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
146,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,2,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
147,3,-4,Left,**S**,**R**,-4,-7,Lose,SR,1,3,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
148,3,-2,Right,**S**,**R**,-4,-2,Lose,SR,2,4,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
149,3,-4,Left,**S**,**R**,-4,-5,Lose,SR,1,5,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
150,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,6,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
151,3,-4,Left,**S**,**R**,-4,-4,Lose,SR,1,7,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
152,3,-1,Right,**S**,**R**,-4,-1,Lose,SR,2,8,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
153,3,-4,Left,**S**,**R**,-4,-4,Lose,SR,1,9,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
154,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,10,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
155,3,-4,Left,**S**,**R**,-4,-6,Lose,SR,1,11,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
156,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,12,-4,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
157,17,3,Right,**R**,**r**,4,3,Win,rR,2,1,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
158,17,1,Left,**R**,**r**,1,2,Win,rR,1,2,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
159,17,3,Right,**R**,**r**,3,3,Win,rR,2,3,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
160,17,7,Left,**R**,**r**,7,4,Win,rR,1,4,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
161,17,3,Left,**R**,**r**,3,2,Win,rR,1,5,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
162,17,4,Left,**R**,**r**,4,3,Win,rR,1,6,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
163,17,3,Right,**R**,**r**,4,3,Win,rR,2,7,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
164,17,5,Left,**R**,**r**,5,4,Win,rR,1,8,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
165,17,4,Left,**R**,**r**,4,3,Win,rR,1,9,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
166,17,2,Left,**R**,**r**,2,2,Win,rR,1,10,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
167,17,3,Right,**R**,**r**,5,3,Win,rR,2,11,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
168,17,6,Left,**R**,**r**,6,4,Win,rR,1,12,4,3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
169,16,5,Left,**R**,**r**,5,3,Win,rR,1,1,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
170,16,5,Left,**R**,**r**,5,2,Win,rR,1,2,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
171,16,4,Left,**R**,**r**,4,2,Win,rR,1,3,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
172,16,7,Left,**R**,**r**,7,3,Win,rR,1,4,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
173,16,1,Left,**R**,**r**,1,1,Win,rR,1,5,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
174,16,1,Right,**R**,**r**,2,1,Win,rR,2,6,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
175,16,3,Left,**R**,**r**,3,2,Win,rR,1,7,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
176,16,4,Left,**R**,**r**,4,2,Win,rR,1,8,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
177,16,4,Left,**R**,**r**,4,2,Win,rR,1,9,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
178,16,3,Left,**R**,**r**,3,1,Win,rR,1,10,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
179,16,4,Left,**R**,**r**,4,2,Win,rR,1,11,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
180,16,6,Left,**R**,**r**,6,3,Win,rR,1,12,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
181,11,-6,Left,**r**,**R**,-6,-5,Lose,rR,1,1,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
182,11,-7,Left,**r**,**R**,-7,-7,Lose,rR,1,2,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
183,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,3,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
184,11,-1,Right,**r**,**R**,-5,-1,Lose,rR,2,4,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
185,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,5,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
186,11,-2,Right,**r**,**R**,-5,-2,Lose,rR,2,6,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
187,11,-5,Right,**r**,**R**,-7,-5,Lose,rR,2,7,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
188,11,-5,Left,**r**,**R**,-5,-3,Lose,rR,1,8,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
189,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,9,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
190,11,-6,Right,**r**,**R**,-7,-6,Lose,rR,2,10,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
191,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,11,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
192,11,-6,Left,**r**,**R**,-6,-3,Lose,rR,1,12,-6,-4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
193,6,2,Right,**R**,**S**,7,2,Win,SR,2,1,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
194,6,4,Left,**R**,**S**,4,2,Win,SR,1,2,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
195,6,2,Right,**R**,**S**,2,2,Win,SR,2,3,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
196,6,4,Left,**R**,**S**,4,2,Win,SR,1,4,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
197,6,4,Left,**R**,**S**,4,2,Win,SR,1,5,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
198,6,6,Left,**R**,**S**,6,2,Win,SR,1,6,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
199,6,3,Left,**R**,**S**,3,2,Win,SR,1,7,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
200,6,5,Left,**R**,**S**,5,2,Win,SR,1,8,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
201,6,3,Left,**R**,**S**,3,2,Win,SR,1,9,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
202,6,5,Left,**R**,**S**,5,2,Win,SR,1,10,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
203,6,4,Left,**R**,**S**,4,2,Win,SR,1,11,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
204,6,1,Left,**R**,**S**,1,2,Win,SR,1,12,4,2,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
205,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,1,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
206,12,-6,Right,**R**,**r**,-5,-6,Lose,rR,2,2,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
207,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,3,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
208,12,-3,Left,**R**,**r**,-3,-5,Lose,rR,1,4,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
209,12,-6,Left,**R**,**r**,-6,-6,Lose,rR,1,5,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
210,12,-5,Right,**R**,**r**,-4,-5,Lose,rR,2,6,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
211,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,7,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
212,12,-5,Left,**R**,**r**,-5,-5,Lose,rR,1,8,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
213,12,-7,Left,**R**,**r**,-7,-6,Lose,rR,1,9,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
214,12,-4,Right,**R**,**r**,-1,-4,Lose,rR,2,10,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
215,12,-2,Left,**R**,**r**,-2,-4,Lose,rR,1,11,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
216,12,-3,Left,**R**,**r**,-3,-4,Lose,rR,1,12,-4,-5,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
217,8,6,Right,**S**,**R**,4,6,Win,SR,2,1,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
218,8,3,Right,**S**,**R**,4,3,Win,SR,2,2,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
219,8,4,Left,**S**,**R**,4,3,Win,SR,1,3,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
220,8,2,Right,**S**,**R**,4,2,Win,SR,2,4,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
221,8,7,Right,**S**,**R**,4,7,Win,SR,2,5,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
222,8,4,Left,**S**,**R**,4,4,Win,SR,1,6,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
223,8,5,Right,**S**,**R**,4,5,Win,SR,2,7,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
224,8,4,Left,**S**,**R**,4,4,Win,SR,1,8,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
225,8,4,Right,**S**,**R**,4,4,Win,SR,2,9,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
226,8,4,Left,**S**,**R**,4,5,Win,SR,1,10,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
227,8,4,Right,**S**,**R**,4,4,Win,SR,2,11,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
228,8,4,Left,**S**,**R**,4,1,Win,SR,1,12,4,4,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
229,14,-4,Right,**R**,**r**,-7,-4,Lose,rR,2,1,-4,-3,-0.42983759311479597,-0.3076664577960135,-0.30438004258770807,-1.9651494336010435,0.38684656250625904,10
